67936241,Glock neo,2060,5vs5
38661486,Deagle edward,2244,5vs5
14603735,Glock teorema flavia,2345,2vs2
33366453,Deagle john grillo,2156,5vs5
50817710,Apprentice holadeo peter,2080,2vs2
12601902,Fire karrigan hodor,2369,2vs2
28613817,MAC-7 f0rest drone,2453,2vs2
52960913,Fire xizt,2266,2vs2
56656681,Ice edward xizt,2407,5vs5
85046183,Sir stephanie,2449,5vs5
20693725,Deagle fats patrick,2338,5vs5
43071045,Fire karrigan xizt,2193,5vs5
38296773,Wind hodor,2046,2vs2
50410241,M4A1 xizt,2244,2vs2
95316072,USP mariana,2161,2vs2
66495778,Mr simple,2059,5vs5
38994170,AWP xizt felipe,2253,2vs2
58113446,USP gabriel,2270,2vs2
90935206,Ice mali,2278,2vs2
61891934,Deagle fats get_right,2089,5vs5
75815010,Deagle patrick stephanie,2352,5vs5
10917993,Wind simple,2035,5vs5
11227254,Mage peter teorema,2455,5vs5
49339098,AK-47 felipe neo,2336,5vs5
41038038,AK-47 dan,2331,2vs2
51024226,Apprentice sulu,2279,2vs2
97143307,USP flavia get_right,2446,5vs5
98444736,M4A1 stephanie pepe,2063,5vs5
72692896,Thunder stephanie pepe,2282,2vs2
56238294,USP calquin,2050,5vs5
91216902,Fire patrick,2368,5vs5
94203842,Thunder edward flavia,2148,2vs2
27264335,Daft xizt felipe,2286,5vs5
39420789,Fire stephanie sulu,2018,2vs2
79664301,Deagle calquin pepe,2402,2vs2
25505595,M4A1 teorema mali,2034,5vs5
16839960,Mr peter,2417,5vs5
13541344,USP neo john,2456,5vs5
47333131,M4A1 felipe,2199,5vs5
87517111,Mr fats den,2014,2vs2
66354313,Mage felipe,2259,2vs2
70283009,Mage pepe,2026,5vs5
26284623,Fire f0rest,2467,2vs2
60277834,Earth felipe hodor,2189,5vs5
58533458,P-20 mali sulu,2275,2vs2
13175958,Mr gabriela,2467,2vs2
52131866,Thunder gabriela,2280,2vs2
62364264,Deagle edward grillo,2400,5vs5
81554603,P-20 drone maria,2098,5vs5
69851195,AK-47 mariana,2170,5vs5
37814224,M4A1 stephanie dan,2334,2vs2
73737788,Fire calquin,2073,5vs5
57045912,MAC-7 den,2280,2vs2
49192026,Sir felipe,2107,5vs5
82772517,Glock joseph gabriela,2162,2vs2
88341203,Ice joseph gabriela,2324,5vs5
25988585,AWP hodor gabriela,2110,5vs5
96684564,Sir holadeo holadeo,2208,2vs2
19153225,AWP pepe calquin,2411,2vs2
60465867,Glock stephanie,2066,5vs5
96684701,MAC-9 gabriela,2387,5vs5
23350701,Ice karrigan,2273,5vs5
27477606,Thunder fats peter,2239,5vs5
78162049,USP john dan,2185,2vs2
16359723,Fire sulu joseph,2384,5vs5
12731353,M4A1 gabriela holadeo,2243,2vs2
86445173,Ice sulu f0rest,2357,2vs2
71360364,Ice gabriela holadeo,2361,5vs5
41529887,AK-47 grillo patrick,2123,2vs2
40684419,Earth hodor drone,2009,5vs5
54696812,M4A1 sulu sulu,2453,5vs5
94561154,Ice fats,2409,5vs5
10389352,Sir karrigan edward,2001,5vs5
55038680,Miss edward simple,2046,5vs5
54876676,Sir gabriela teorema,2332,5vs5
82097457,Mage gabriel gabriel,2207,5vs5
17450336,Daft joseph flavia,2148,5vs5
30550571,Earth felipe drone,2206,2vs2
13892638,Wind fats mali,2250,5vs5
85215762,AK-47 get_right,2489,2vs2
53682654,P-20 xizt,2361,5vs5
99847895,Earth patrick,2396,2vs2
80799213,Fire get_right sulu,2473,2vs2
99255681,Mr calquin mali,2313,5vs5
83563552,AWP flavia,2098,2vs2
23984752,AWP teorema mali,2446,2vs2
75848003,Apprentice mali,2003,2vs2
41396143,MAC-9 teorema neo,2020,2vs2
99258569,Knight peter,2069,5vs5
51987538,Wind mali,2131,5vs5
34009904,AWP neo,2280,5vs5
81740956,Daft get_right hodor,2192,2vs2
71863465,Glock felipe ahl,2078,2vs2
50914663,Sir holadeo,2172,2vs2
91572031,MAC-9 grillo peter,2352,5vs5
89585736,Fire grillo stephanie,2399,5vs5
89636800,Wind patrick,2204,2vs2
42406930,Knight maria calquin,2438,5vs5
62631342,Wind neo flavia,2313,2vs2
53608951,P-20 ahl,2186,5vs5
51293903,USP sulu,2442,2vs2
63190951,P-20 teorema joseph,2167,5vs5
46731974,Apprentice get_right den,2302,2vs2
26782069,Earth drone ahl,2325,2vs2
70383531,MAC-9 get_right,2118,2vs2
82597871,Mage peter,2324,2vs2
16042092,Glock dan,2301,5vs5
71437977,MAC-7 john mariana,2275,2vs2
94995301,USP teorema,2463,2vs2
69918915,Daft calquin holadeo,2377,2vs2
99370566,AK-47 flavia,2441,5vs5
13722885,M4A1 hodor,2376,5vs5
48706393,Sir john,2169,2vs2
71990178,Mr get_right hodor,2251,5vs5
38790024,AWP felipe,2474,5vs5
82517204,Ice flavia,2050,2vs2
34317638,Thunder get_right john,2421,2vs2
38495928,USP joseph,2314,5vs5
96530795,Apprentice f0rest gabriela,2194,5vs5
10938458,Mage f0rest,2232,2vs2
72100092,P-20 stephanie pepe,2264,2vs2
75870858,Earth calquin peter,2391,2vs2
93016724,Mr calquin john,2421,2vs2
95652648,M4A1 patrick calquin,2453,2vs2
61994533,MAC-9 stephanie,2411,5vs5
41546784,Wind patrick karrigan,2281,2vs2
63935542,Fire peter,2175,2vs2
61940262,Knight drone,2190,2vs2
90350632,Apprentice patrick get_right,2164,2vs2
39515789,Earth den,2276,2vs2
47461070,P-20 holadeo,2190,5vs5
27534066,AK-47 grillo gabriel,2428,2vs2
84405505,MAC-7 stephanie gabriela,2377,5vs5
19481499,Knight dan,2357,2vs2
46286713,M4A1 maria,2209,2vs2
10252208,Glock xizt,2111,5vs5
24072749,Miss ahl fats,2447,2vs2
96009504,P-20 gabriel,2030,2vs2
54465970,AK-47 karrigan flavia,2078,5vs5
66936657,Sir maria,2437,5vs5
89284693,Daft drone get_right,2253,5vs5
46264719,MAC-7 stephanie,2427,2vs2
74128833,Earth grillo pepe,2151,2vs2
46463306,Glock flavia drone,2282,5vs5
95633141,MAC-7 patrick holadeo,2039,5vs5
32324421,AK-47 xizt john,2273,2vs2
68736685,Knight fats calquin,2218,2vs2
68584868,AWP neo teorema,2083,5vs5
49860215,MAC-7 gabriel sulu,2425,5vs5
16954841,M4A1 holadeo,2229,5vs5
64291922,MAC-7 john,2169,5vs5
72699811,Thunder simple fats,2437,5vs5
23469428,Knight gabriel pepe,2263,5vs5
36742409,Daft joseph calquin,2248,5vs5
72594694,Thunder stephanie,2163,2vs2
56559749,Mr felipe,2284,2vs2
25164175,Knight mariana,2278,2vs2
11458157,AK-47 f0rest,2218,2vs2
58835864,AWP dan,2156,5vs5
42601789,Thunder simple peter,2129,5vs5
94469360,Miss get_right,2260,5vs5
20629603,Fire grillo drone,2015,2vs2
84823720,MAC-9 fats,2467,5vs5
87074999,Fire den,2362,2vs2
36849855,M4A1 teorema calquin,2056,5vs5
84837874,MAC-9 john,2110,5vs5
77752865,Wind gabriel,2386,2vs2
35122166,P-20 gabriela,2208,5vs5
12107029,Thunder calquin,2474,2vs2
74819733,MAC-7 gabriel peter,2494,2vs2
52585621,AWP teorema grillo,2022,5vs5
93508773,Miss mali,2144,5vs5
69110404,MAC-7 hodor drone,2479,2vs2
20036379,Ice karrigan mali,2129,5vs5
34298919,Deagle xizt,2127,2vs2
53593387,USP ahl karrigan,2225,5vs5
74993885,MAC-7 edward,2423,2vs2
39200043,M4A1 grillo get_right,2096,5vs5
35964715,Apprentice flavia,2100,5vs5
97549510,USP get_right,2277,5vs5
16278112,Glock edward,2468,5vs5
54954683,M4A1 pepe mali,2487,5vs5
97637501,USP peter pepe,2177,2vs2
83437826,M4A1 karrigan,2184,5vs5
93950725,AK-47 joseph,2269,2vs2
50546766,AWP f0rest patrick,2156,5vs5
80089601,Fire calquin xizt,2175,5vs5
77366485,MAC-7 teorema,2218,2vs2
99391312,Thunder pepe mariana,2334,2vs2
77500175,Miss xizt sulu,2260,2vs2
10724978,Deagle gabriel,2264,2vs2
20974476,MAC-9 get_right calquin,2167,2vs2
87350304,Glock fats edward,2052,5vs5
75152115,Miss gabriel,2061,2vs2
26063823,Fire holadeo fats,2324,5vs5
34841512,M4A1 gabriel,2394,2vs2
87402898,Sir gabriela calquin,2437,5vs5
79296043,MAC-9 sulu dan,2230,5vs5
93048050,Ice den maria,2395,5vs5
83210091,Thunder edward,2179,2vs2
27735724,Thunder gabriel,2343,5vs5
48656496,Miss mariana maria,2071,2vs2
50220032,Thunder teorema,2002,5vs5
70256707,Mage calquin,2076,2vs2
64463663,Ice joseph,2370,2vs2
38742954,Earth neo,2453,2vs2
87147807,MAC-7 stephanie f0rest,2362,5vs5
85870425,Mr patrick,2175,2vs2
30427831,Mr maria,2307,5vs5
37694594,Ice get_right drone,2498,5vs5
33449704,Knight holadeo,2425,5vs5
56025738,MAC-9 pepe,2206,5vs5
40563415,Sir ahl,2074,5vs5
67357330,Glock patrick,2301,2vs2
44385730,MAC-9 felipe,2163,2vs2
17918246,Thunder gabriela ahl,2128,2vs2
38079027,Mr sulu teorema,2289,2vs2
45714437,Sir dan teorema,2012,5vs5
84186293,Ice drone grillo,2422,5vs5
13387850,Mr hodor drone,2284,2vs2
35507525,Ice felipe,2031,2vs2
98992718,M4A1 fats neo,2128,5vs5
51802673,Ice teorema,2029,2vs2
99594339,Earth hodor,2495,2vs2
80000794,Wind peter,2130,5vs5
69046183,Miss karrigan,2388,5vs5
90708436,Deagle hodor sulu,2429,2vs2
78723957,Deagle dan pepe,2142,5vs5
34495470,Thunder karrigan mariana,2162,2vs2
69318673,Ice xizt dan,2404,2vs2
76146789,Wind flavia,2362,2vs2
40410395,Apprentice stephanie,2337,2vs2
66580535,Sir flavia,2465,5vs5
65139957,Apprentice ahl,2244,2vs2
57366380,Miss gabriela,2141,5vs5
20869839,Glock john,2168,5vs5
83512030,AWP xizt,2168,2vs2
12103253,Earth karrigan felipe,2172,5vs5
42111458,AWP grillo felipe,2311,2vs2
68518102,MAC-7 sulu ahl,2181,2vs2
90861442,USP fats dan,2085,5vs5
33589560,Mr flavia,2431,2vs2
11509104,Deagle patrick,2230,5vs5
21902001,Knight f0rest simple,2390,5vs5
80978223,Deagle calquin,2003,2vs2
15597225,AWP holadeo,2470,5vs5
78833416,Mage ahl,2217,5vs5
80469737,M4A1 calquin karrigan,2186,2vs2
70927112,Fire gabriela,2085,5vs5
88644614,Knight calquin,2272,5vs5
60604797,P-20 teorema,2280,5vs5
63167928,Mr get_right,2376,5vs5
23400393,Apprentice sulu teorema,2164,2vs2
35279996,Earth teorema,2247,5vs5
33262004,Mage drone,2275,5vs5
74420613,Knight joseph,2338,2vs2
25138038,Fire xizt dan,2155,2vs2
82558207,P-20 peter maria,2121,2vs2
12177739,Glock grillo,2097,2vs2
24846458,Deagle drone karrigan,2409,5vs5
58894952,Daft joseph,2379,5vs5
82235370,Apprentice john,2318,5vs5
69616706,Sir simple gabriela,2323,5vs5
84360535,P-20 mariana peter,2189,2vs2
59723134,Knight ahl,2043,5vs5
16694174,USP joseph gabriel,2208,2vs2
22328584,Sir patrick,2213,2vs2
31344855,Deagle felipe,2461,2vs2
44140359,P-20 fats flavia,2282,2vs2
76061561,USP den get_right,2103,2vs2
23227830,Mage fats,2433,5vs5
83341024,MAC-7 xizt drone,2287,5vs5
75055935,USP drone,2078,2vs2
42867588,Apprentice teorema den,2464,2vs2
72992803,USP ahl xizt,2210,5vs5
62845555,Deagle sulu,2392,5vs5
31197904,Sir mali,2052,2vs2
72018693,AK-47 patrick teorema,2458,2vs2
50923142,MAC-9 mali,2444,5vs5
36915039,Miss stephanie mariana,2434,5vs5
49734434,Earth john joseph,2422,5vs5
75167451,AK-47 holadeo holadeo,2280,2vs2
81555723,Sir grillo,2430,5vs5
14717021,Daft gabriel,2291,2vs2
22967899,Glock neo drone,2329,5vs5
98947147,Apprentice edward mariana,2385,5vs5
62518090,Wind flavia joseph,2452,2vs2
80301547,Apprentice get_right grillo,2204,5vs5
54760734,AK-47 mali,2082,2vs2
26511863,Thunder flavia patrick,2180,5vs5
12648512,Mage hodor,2281,2vs2
80625008,AK-47 simple ahl,2244,2vs2
80777969,Fire mali hodor,2288,5vs5
20580859,Ice patrick,2457,5vs5
49511780,Deagle den,2267,5vs5
90888745,Thunder dan,2058,5vs5
86958344,Thunder sulu,2097,2vs2
46103293,USP xizt,2401,5vs5
25808747,Miss simple,2082,2vs2
82049755,Ice hodor,2500,2vs2
37234079,Sir neo,2124,5vs5
20170506,AK-47 peter dan,2352,5vs5
25117435,Knight mariana fats,2282,5vs5
12206776,Ice xizt holadeo,2212,5vs5
72662731,Deagle den holadeo,2373,5vs5
55822737,Knight flavia flavia,2474,2vs2
86389410,Wind neo fats,2096,2vs2
21617356,Wind drone,2215,2vs2
49817030,Mr dan hodor,2245,5vs5
77604913,Daft mali john,2006,2vs2
83922926,M4A1 flavia,2130,2vs2
32751772,Earth dan stephanie,2124,2vs2
54722771,MAC-9 xizt,2306,5vs5
23049483,Earth mali edward,2398,5vs5
80909652,Mr holadeo drone,2402,2vs2
93417320,Glock dan f0rest,2181,5vs5
29531006,P-20 joseph,2342,5vs5
50883477,AWP teorema joseph,2417,2vs2
12965063,Thunder simple grillo,2193,2vs2
18808006,Apprentice joseph teorema,2267,5vs5
69748891,P-20 hodor,2164,5vs5
16095486,AWP mariana calquin,2127,2vs2
91719983,Glock simple,2124,2vs2
88752862,Daft get_right,2106,5vs5
63184214,Thunder ahl,2363,5vs5
79104134,AWP john calquin,2047,5vs5
94138807,Apprentice den,2392,2vs2
80412458,Ice grillo,2370,2vs2
45996417,Deagle mali edward,2351,2vs2
15939603,Fire fats gabriela,2006,2vs2
37639854,AWP simple sulu,2308,2vs2
47418438,Mage john karrigan,2395,2vs2
43583738,AWP peter ahl,2284,5vs5
14538362,Daft dan,2034,2vs2
79485729,MAC-7 drone peter,2034,2vs2
75016855,USP gabriel edward,2499,2vs2
49598462,Earth edward fats,2078,5vs5
68247878,Knight neo xizt,2093,5vs5
40504895,Glock gabriela grillo,2088,2vs2
83990645,Apprentice holadeo holadeo,2291,5vs5
81642256,Knight simple edward,2073,2vs2
81038455,MAC-7 xizt,2099,5vs5
99185331,Ice joseph edward,2106,5vs5
53435824,M4A1 f0rest peter,2295,2vs2
76642813,Earth edward,2444,2vs2
45151035,Mr gabriela den,2485,2vs2
64839223,Thunder grillo,2108,5vs5
67041230,Ice mariana drone,2160,5vs5
31903543,USP karrigan john,2497,2vs2
90893085,Mr holadeo,2206,5vs5
88532612,Knight mariana dan,2391,2vs2
38183523,USP john,2315,2vs2
48732978,Daft felipe,2243,5vs5
69123629,Sir flavia gabriela,2153,5vs5
82929766,Daft ahl,2454,2vs2
37720203,Mage f0rest patrick,2304,2vs2
20888737,Miss drone,2285,2vs2
70173217,Apprentice dan,2313,2vs2
71462728,Ice karrigan flavia,2009,2vs2
20219289,MAC-9 mariana,2432,2vs2
27435330,Earth ahl,2457,2vs2
50894268,Thunder patrick,2262,2vs2
26160943,Thunder peter,2156,5vs5
61606890,Daft get_right fats,2238,2vs2
28824537,AWP gabriel,2009,5vs5
52341513,Ice f0rest sulu,2209,2vs2
92905655,USP grillo neo,2211,5vs5
98669127,MAC-7 stephanie den,2236,5vs5
44438300,P-20 gabriela ahl,2079,2vs2
92596763,Mage neo,2378,5vs5
82159411,Daft holadeo,2072,5vs5
60066204,MAC-9 pepe den,2206,5vs5
43657768,Deagle holadeo,2227,2vs2
28141275,MAC-9 patrick pepe,2318,5vs5
26768329,Mr gabriela gabriela,2168,5vs5
84562163,Daft gabriela,2029,5vs5
90512009,Wind calquin,2056,5vs5
79778818,MAC-9 den maria,2141,2vs2
72788873,Earth simple get_right,2101,5vs5
81964673,Knight felipe,2067,5vs5
10962930,Deagle gabriela get_right,2181,5vs5
88491645,Wind john ahl,2228,2vs2
95243107,Mr john john,2330,2vs2
83078935,Deagle f0rest,2327,2vs2
76181694,Wind peter mariana,2391,5vs5
27210772,Knight gabriel,2241,5vs5
91372918,Glock sulu hodor,2448,2vs2
22803459,AK-47 den,2101,5vs5
44074353,M4A1 joseph,2294,2vs2
69905658,P-20 karrigan drone,2341,5vs5
67106178,Mr teorema karrigan,2344,5vs5
53391162,USP maria,2103,2vs2
19747349,Ice holadeo den,2385,5vs5
87643967,Thunder dan maria,2408,2vs2
37246436,Knight john mali,2327,2vs2
43137520,Wind joseph ahl,2048,5vs5
54296939,Earth grillo ahl,2443,5vs5
46053489,Deagle john,2272,5vs5
57331221,MAC-9 mali dan,2149,5vs5
67559222,Wind joseph calquin,2456,2vs2
92518101,AK-47 ahl ahl,2098,2vs2
41637198,USP patrick felipe,2390,2vs2
39860528,Earth gabriela,2292,2vs2
12924258,Deagle get_right neo,2193,2vs2
13018452,AWP patrick,2453,2vs2
79820759,AWP fats,2221,2vs2
51503040,Mr calquin,2100,2vs2
66598142,Apprentice f0rest,2220,5vs5
14648092,P-20 maria,2088,5vs5
96281088,Ice den grillo,2347,2vs2
67850266,AK-47 grillo sulu,2090,2vs2
27872145,Wind grillo mali,2040,5vs5
81104994,MAC-9 maria maria,2337,2vs2
31265401,Earth stephanie,2184,5vs5
26331557,Ice maria,2358,2vs2
67403531,MAC-9 holadeo,2030,2vs2
85917700,Wind holadeo,2228,2vs2
18494106,MAC-7 hodor,2387,2vs2
26307160,Mage hodor pepe,2201,2vs2
99111048,Mr hodor,2278,5vs5
56597434,Mr gabriel,2220,5vs5
83923790,Wind karrigan,2429,2vs2
91789428,Fire mali,2061,5vs5
35259757,Apprentice flavia calquin,2497,5vs5
76382504,USP flavia,2026,5vs5
88075114,Deagle gabriela,2081,2vs2
46227251,Miss sulu,2347,5vs5
26648963,Earth joseph patrick,2427,2vs2
26825003,Mr pepe john,2367,5vs5
14861817,MAC-7 gabriela,2365,5vs5
27906331,Fire patrick den,2155,5vs5
34737214,Thunder flavia,2372,5vs5
32545072,Deagle xizt ahl,2176,5vs5
64933376,P-20 drone,2384,2vs2
82127508,Apprentice neo sulu,2436,2vs2
16546184,Sir hodor,2295,2vs2
24330348,Thunder drone fats,2222,5vs5
86673373,AWP edward,2443,5vs5
86328704,Ice gabriel,2422,5vs5
10538069,AWP pepe,2252,2vs2
13102122,AWP mariana,2022,5vs5
56612208,Earth calquin holadeo,2187,2vs2
86782055,MAC-7 edward edward,2166,5vs5
80785429,USP den,2168,2vs2
79501586,Daft den grillo,2300,5vs5
45683931,MAC-9 simple calquin,2324,2vs2
87938352,AWP get_right gabriel,2035,5vs5
44424293,Apprentice neo,2071,2vs2
57327709,Mr stephanie sulu,2145,2vs2
55523008,P-20 simple patrick,2393,2vs2
84573487,Glock karrigan,2322,2vs2
76670230,Thunder felipe edward,2166,2vs2
36858839,Ice drone,2442,5vs5
80528519,P-20 mariana,2336,5vs5
45910782,AK-47 holadeo dan,2178,5vs5
13054656,Deagle den hodor,2179,5vs5
17237776,Apprentice gabriel,2331,2vs2
24053102,Daft gabriel dan,2271,2vs2
37935413,Earth john,2093,2vs2
95583155,Earth drone,2078,5vs5
96161423,Miss dan,2279,5vs5
64304232,MAC-7 dan,2057,2vs2
49850447,Sir den,2492,5vs5
87746476,M4A1 sulu gabriela,2092,2vs2
62171623,P-20 f0rest fats,2415,2vs2
63821233,Earth karrigan,2486,2vs2
53814399,Miss teorema,2193,2vs2
52033012,Apprentice holadeo,2476,5vs5
32895465,Miss pepe ahl,2261,5vs5
71612550,Apprentice simple,2200,5vs5
92487182,MAC-9 fats felipe,2428,2vs2
19003829,Thunder xizt,2168,5vs5
39797245,Knight stephanie,2226,2vs2
61184946,MAC-7 karrigan,2143,2vs2
85148109,Miss den,2097,2vs2
22650211,Ice mariana,2490,2vs2
41571207,MAC-9 joseph grillo,2041,2vs2
59398801,AWP maria,2472,5vs5
77283911,Wind den,2441,5vs5
76779291,Fire simple,2403,5vs5
56955257,Ice dan,2202,5vs5
67940532,Sir pepe,2139,2vs2
17246138,Miss calquin flavia,2124,2vs2
24865168,USP felipe,2314,2vs2
72722927,Fire stephanie,2095,5vs5
54034862,P-20 pepe,2433,5vs5
19068662,Mr fats,2299,2vs2
90770817,AK-47 hodor neo,2230,2vs2
60359634,Sir peter neo,2082,2vs2
11905637,Fire sulu maria,2209,2vs2
64490172,P-20 den,2226,5vs5
74358882,Apprentice pepe,2031,5vs5
99801017,Ice neo,2246,5vs5
97771929,USP xizt gabriela,2441,2vs2
53351374,Mage mali neo,2020,5vs5
29205479,Mr sulu,2014,5vs5
87319295,Wind peter drone,2149,2vs2
64347145,Deagle edward f0rest,2056,5vs5
74950172,Fire gabriel,2323,5vs5
93459070,Mage teorema,2289,2vs2
20789172,Sir drone,2249,5vs5
72946645,MAC-9 dan grillo,2140,2vs2
95671631,Knight pepe,2220,2vs2
50009952,Sir peter sulu,2041,5vs5
97378007,Mr john,2040,5vs5
52206587,M4A1 gabriela joseph,2311,2vs2
45320479,Deagle get_right,2273,5vs5
96295829,Glock calquin,2351,2vs2
